firsrt_name,last_name,DOB,height,weight
Adan,ESTEP,08041985,64,146
Nyla,OTTO,05151979,63,112
Dalton,WILKINSON,05241979,78,168
Ismael,LEONARD,12211960,70,153
Miracle,DAVIES,07301978,66,140
Sierra,SHEFFIELD,06261941,56,117
Eli,HOYLE,04151970,75,143
Hudson,GONZALES,12051982,64,112
Jorge,LILLY,01061951,73,143
Trevor,GILL,08101982,63,139
Keegan,SADLER,07241957,66,138
Gustavo,CONWAY,01031984,74,156
Juan,ERVIN,06291951,73,142
Mathew,MOSER,07171950,71,155
Michelle,SEALS,04241949,62,143
Meghan,BALLARD,03121954,68,141
Jada,FORBES,06091981,76,148
Elise,HALEY,09131965,73,154
Jeremy,NANCE,06071969,75,171
Cyrus,CAVANAUGH,10031968,79,169
Katelynn,BRASWELL,07111954,78,173
Celeste,ALFORD,06151962,62,124
Sergio,QUINTANILLA,06021948,69,131
Kaylie,GRADY,03251943,61,129
Talon,DOLAN,11201941,69,164
Casey,MAYNARD,05021951,71,144
Hope,BENAVIDEZ,12031942,74,148
Yahir,HEMPHILL,07291967,75,179
Olivia,HALEY,03031957,62,126
Kyle,PHELAN,05271969,60,113
Derek,VANDYKE,11291949,74,157
Aidan,HARMON,01091941,76,156
Dorian,CONROY,01251952,56,111
Valeria,MATTHEWS,03241959,69,159
Simon,HARDIN,03041968,55,120
Grant,SCHAEFFER,09081949,72,159
Luna,HICKEY,12101979,61,118
Roberto,NUNEZ,06231982,79,157
Jace,WATERMAN,03301947,59,113
Jayden,KINNEY,04111976,57,117
Pedro,DODSON,03031981,63,119
Laura,MIRANDA,08241981,70,157
Spencer,BROWNLEE,12031944,72,149
Kamryn,WILLOUGHBY,09041958,78,183
Solomon,BRUNO,07091979,67,132
April,CHRISTY,12011967,73,134
Logan,MCCORMACK,04091965,58,114
Joselyn,BREAUX,11051940,74,173
Ernesto,KRAUSE,09291971,75,179
Aidan,WHITEHEAD,10271961,69,140
Cynthia,VICKERS,09161971,68,145
Elle,WALLACE,03241969,70,157
Gabrielle,NIELSEN,01011980,68,140
Leonel,WHITMAN,11241963,70,129
Jacob,CARDONA,11071972,68,133
Naomi,YOUNGER,03091955,63,137
Jaylin,BENNETT,04091952,71,138
Lizbeth,CANTU,12041971,65,135
Ryan,MACKEY,04131962,67,123
Jane,WORTHINGTON,07031955,78,166
Ariana,HAMMONS,11191981,65,135
Pierce,GODDARD,10071957,64,113
Aidan,MCCLURE,07041979,63,134
Joanna,HUMPHREYS,09201983,75,147
Patrick,DOBBINS,11071963,73,150
Casey,ADKINS,11181948,74,153
Mateo,YEAGER,11081943,74,144
Rafael,HARPER,11111940,57,123
Brittany,KRAMER,11161975,72,150
Maggie,ROWE,04271952,56,124
Pierce,SCHELL,12301955,58,126
Riley,LYNN,07281979,57,97
Ezekiel,FONTENOT,09041976,60,115
London,GUZMAN,05121969,60,120
Tatum,TIMMONS,01151963,57,104
Kameron,REDDING,06301943,58,117
Maya,BANDA,09161966,64,126
Anastasia,BARGER,10211947,59,109
Bradley,HUTCHINSON,02011949,57,121
Saul,TUBBS,07301955,67,141
Tiffany,SANCHEZ,09191961,60,128
Lauren,GLASS,09031940,78,159
Madyson,ORTEGA,06231963,68,135
Luke,BROWNING,03291975,58,116
Cameron,STILL,01301947,61,136
Andrew,SEALS,05061961,64,138
Malachi,CAHILL,02091960,77,177
Steven,GREENE,04161964,77,178
Elise,INCENT,02181970,67,124
Hayley,MAURER,07241955,72,144
Brenda,TIMMONS,11041975,77,151
Paige,DOUGLAS,10021979,57,106
Trenton,HOLLEY,11301944,76,147
Emily,SALISBURY,12231969,73,167
Axel,SQUIRES,05241984,62,120
Devon,FORD,09141950,56,106
Melissa,NAGLE,12121963,61,125
Georgia,SWAFFORD,06081981,79,171
Andrea,LINCOLN,03061968,78,159
Camden,KINSEY,04121969,78,167
Joseph,SHEPPARD,02281982,67,124
Vivian,WOOTEN,08221944,69,134
Phillip,BRYAN,08031955,62,121
Jaelyn,LYLES,11201985,59,132
Ryan,BAIRD,07261984,65,146
Taylor,DUARTE,05161968,78,156
Mark,BOSWELL,09131959,72,132
Seth,POE,04101980,66,144
Kristopher,TUTTLE,09241957,62,131
Andres,CLOUD,01281971,75,162
Erick,DURANT,03051978,78,161
Harley,THURMAN,12231945,63,132
Oscar,ROBISON,02161982,66,135
Liliana,HAYS,12051976,67,148
Kade,STACY,10221982,62,149
America,PARTRIDGE,05211959,69,148
Davis,MERCER,12181968,65,133
Bella,CABRAL,11231949,77,170
Connor,STAHL,10181983,70,167
Makenzie,POLANCO,10031970,70,149
Anya,CROWELL,05091958,86,149
Makenzie,BURKS,01291941,55,110
Athena,ANDRADE,10121979,78,156
Camille,ZUNIGA,01041945,73,174
Jaxson,AGUIRRE,04281968,63,128
Nikolas,REAGAN,10021952,78,171
Athena,DECKER,01141967,58,110
Haylie,MEYERS,09121952,58,104
Raquel,STEIN,04291972,68,140
Izaiah,HOOK,08031981,57,116
Jadon,BESS,05091954,66,133
Hannah,DALEY,07261948,79,155
Haylee,VELEZ,06111967,74,143
Nathan,BERNSTEIN,05011971,67,140
Cheyenne,MCLENDON,08181940,56,128
Albert,GOLDMAN,11041941,56,118
Lana,BURGER,09201969,75,157
Kameron,STAMPER,07311947,55,96
Rachael,ADDISON,11081968,72,166
Jazlyn,RANDOLPH,07101957,68,126
Brayan,HAHN,10171956,77,174
Jack,KEITH,04021940,60,127
Kassidy,MARSHALL,01281954,63,120
Michelle,MCGRAW,01071960,64,124
Lesly,EPPS,07121978,77,172
Tessa,MCCLOUD,10911950,76,152
Andrew,STANFORD,03171961,64,152
Collin,BEHRENS,06051949,61,131
Albert,VANHORN,08161963,73,157
Felipe,SWEENEY,10281960,70,146
Steven,BLANKENSHIP,05131956,56,104
Cole,MACKENZIE,10251967,68,141
Reece,WILKS,07301969,67,153
Owen,WETZEL,01121943,64,115
Andrew,FISH,03241974,75,170
Cadence,SERNA,08221980,79,172
Kimora,GODDARD,08111954,76,143
Aliyah,CHAVIS,05291964,55,97
Amber,BELANGER,05171958,65,119
Cooper,ELDER,06121958,73,145
Jesse,TILLEY,05291981,66,139
Kristen,SWITZER,02091968,66,143
Hayden,LUMPKIN,12301985,74,144
Emiliano,TRAN,05281981,56,105
Brody,MARLOW,02221951,68,149
Priscilla,BERGERON,03171953,56,113
Cadence,LONGORIA,09291967,67,129
Jasper,KELLOGG,08261983,85,154
Mihcael,BRERY,04011982,77,160
Rylan,WELLMAN,11221965,79,157
Shayla,ALI,03111946,78,164
Giselle,RICKER,08021974,76,182
Brooklyn,MACON,06131943,78,165
Mia,SALISBURY,12211941,69,150
Selena,PARR,03211948,69,137
Dillon,OLSON,06141967,58,101
Carlos,KOENIG,02251975,69,146
Easton,LANDIS,02061981,56,108
Diamond,MCBRIDE,08151954,58,100
Melvin,NQAUIN,08141955,74,156
Lawrence,RIDGEWAY,02201984,67,140
Abby,MCADAMS,07141981,79,172
Carson,MCKINNEY,09101941,69,130
Holly,DUGAN,04271984,59,122
Tyson,MCCLENDON,07291960,67,141
Sidney,GLASS,01131950,67,139
Rihanna,LLOYD,07291965,65,144
Cadence,ROSS,06301941,74,159
Christopher,RUFFIN,11281975,77,176
Emely,FISHER,07261978,57,120
Jaxon,SPEARS,12021984,72,149
Bryce,STOVALL,12231947,60,125
Silas,FOX,10271957,76,168
Reese,TOVAR,12311940,58,125
Braxton,THOMAS,10201941,79,162
Justice,MERCHANT,09241971,67,132
Braeedn,ROJAS,08291965,69,146
Jamarion,RENTERIA,05201957,63,116
Elise,CONLEY,02021979,67,148
Ariel,MIXON,06051963,75,170
Yasmin,MATSON,10121965,66,138
Mckenzie,EAD,12311956,75,144
Tommy,KENYON,01191975,58,125
Chandler,KILGORE,02081970,75,166
Ismael,KELSEY,05201955,69,142
Stephen,KYLE,09081954,56,119
Tyson,WILLEY,05171943,77,165
Felipe,BOBO,10081961,61,114
Norah,PLATT,05121946,68,125
Taylor,VARELA,04271972,68,122
Dalton,CABRAL,10311979,67,134
Lola,SIMPKINS,08091968,69,154
Moises,FRITZ,09091974,57,130
Lindsay,OSBORN,04071964,79,173
Bailey,KENNEDY,12061947,70,146
Felix,BEAVERS,06021963,77,173
Taylor,WING,12221961,78,164
Luca,HUGGINS,12231960,77,174
Kristian,HURT,11131960,75,144
Charlotte,RUTH,03161964,62,133
Leonardo,HAMPTON,08171970,56,94
Larry,FARR,10041980,74,161
Cameron,DORMAN,08261971,61,138
Heidi,WALLIS,04071957,58,125
Jeffrey,GENTILE,03091960,66,130
Erika,NEWTON,09201985,65,131
Alexander,LUNDY,03011941,66,119
Aurora,SIZEMORE,04191953,77,155
Elliott,GANDY,02141985,73,149
Douglas,DILLARD,01251944,67,147
Itzel,THORNTON,08201947,57,119
Cora,WARNER,12031975,71,133
Allyson,PARRISH,05181978,58,112
Paluina,DICKSON,07021952,58,107
Willow,HAGAN,10031940,76,142
Allison,NEFF,05311941,77,178
Brenden,JETT,03301970,68,139
Marcus,NOVAK,09181975,76,161
Kylie,LARKIN,06191984,55,103
Asher,MCDOWELL,09041959,60,112
Hope,VALLE,03061963,77,184
Nia,BREAUX,03141961,77,169
Kylee,BOWLES,02131984,58,117
Diego,BIGELOW,01291945,76,168
Raegan,RUCKER,07131974,66,141
Isabella,GOLDMAN,12041941,72,163
Amari,FLINT,10031971,72,160
Kathryn,VASQUEZ,08291915,59,124
Moses,BOGGS,08311973,73,154
Sean,BEVERLY,11071980,60,122
Melvin,GOMEZ,03101957,76,161
Elliot,GREENE,04011977,75,142
Laura,BUCK,05201977,64,130
Felix,GRAYSON,07141982,71,141
Quinn,HENNING,11281977,71,144
Kevin,WILSON,11141951,63,138
Anastasia,KAEN,01091970,58,106
Avery,KOENIG,06181948,63,137
Jayson,TIMMONS,02121953,57,101
Erica,ALONZO,02151977,60,107
Viviana,SNEED,04291949,62,142
Ella,BEARD,01071969,61,129
Aliyah,CHAVIS,03071980,72,149
Kelvin,REESE,01011952,73,162
Scott,RUSHING,02151968,71,149
Madyson,CALLOWAY,04111974,71,145
Kiana,ROBINETTE,12141941,64,134
Robert,GRIGGS,11241941,57,126
Ismael,JETT,02191944,76,174
Brielle,SANTANA,06301957,75,156
Carolina,LI,02091946,69,142
Tony,HELTON,10131941,69,164
Emanuel,LYMAN,10181945,68,137
Rebecca,MCGUIRE,07021956,71,150
Phoebe,VAIL,12231954,64,141
Conor,BOYER,01081947,69,158
Josie,SOMMERS,03111980,79,171
Lane,MATHIS,08051951,68,130
Hugo,MCKEE,11251985,68,156
Elena,HAIRSTON,02241978,76,163
Jaiden,KEENAN,12311943,65,124
Mason,ROBERTS,02081953,68,161
Aniyah,CHO,06061951,75,172
Adan,MAGUIRE,08171961,55,103
Amir,BOOTH,07061940,78,155
Haylee,ADLER,12291942,73,165
Mekhi,ROMERO,11171972,61,110
Desiree,LOWRY,11061958,57,103
Landen,GODFREY,07131962,64,134
Wesley,BENITEZ,11131984,62,114
Natasha,RAY,05241983,64,124
Carson,NICKERSON,01271943,73,144
Guillermo,SLONE,01051943,68,129
Jayla,SHELBY,09201971,70,149
Jaiden,PRESLEY,12291947,57,108
Chelsea,PAIGE,09281961,75,162
Phoebe,CERDA,05191972,71,151
Aaliyah,HUFF,05181980,60,112
Kiley,CHONG,04071983,79,186
Nora,MORALES,04091982,71,154
Wesley,FORREST,02201979,64,131
Eduardo,FLOYD,09011959,66,142
Elaina,CAHILL,02201945,69,139
Preston,JORDAN,08221968,76,178
Gabriela,PUTNAM,08211980,67,151
Aidan,LORENZ,05111968,70,163
Madalyn,HANKINS,01291962,56,99
Leonel,SPAULDING,04011980,56,92
Declan,SCRUGGS,01141976,62,124
Dulce,GASTON,09221940,82,141
Kaitlyn,HAIRSTON,06141982,60,120
Cohen,SNOW,10131974,66,126
Brianna,CHONG,04281967,55,116
Alexandra,STANFIELD,03031984,72,170
Priscilla,VOGEL,06081943,63,117
Cole,HAYDEN,11031982,55,96
Tatiana,BAEZ,05011983,75,167
Salvador,NORMAN,02081966,61,137
Mauricio,CHRISTY,11131977,77,151
Alessandra,LEHMAN,05131982,64,143
Eric,BOWLING,10021964,69,150
Dante,ISRAEL,05121970,66,149
Gabriella,VINCENT,08271963,64,123
Marco,LAU,01131954,74,147
Cora,CORTES,12011961,71,135
Danika,HILL,11121984,66,132
Marcus,LINDER,12211969,57,120
Aden,MORIN,02181949,63,133
Cadence,SELF,09041964,63,129
Lola,VALDEZ,10141971,65,127
Maria,CUMMINS,10311955,66,122
Paige,KINNEY,01031985,72,130
Oscar,PEARSON,11051946,63,130
Justice,CHANEY,10051947,69,156
Damian,ESCAMILLA,08041946,75,155
Kristina,STRANGE,12151956,63,126
Miley,MANNING,03271979,69,144
Armando,CORMIER,06241984,72,153
Isaac,MELTON,01301968,74,154
Makenzie,DODSON,08081982,70,133
Sergio,WINTERS,07221958,58,109
Yasmin,FONTAINE,03261963,63,148
Tommy,WOOTEN,08301980,69,147
Ali,LOVE,08301962,69,124
Alondra,VINES,08301979,69,149
Roger,KIRKPATRICK,08031951,77,158
Dawson,HARDING,06151958,60,112
Malik,DAVISON,12151971,55,124
Delaney,GEARY,12281966,57,113
Mercedes,MCALLISTER,08201954,62,129
Haylie,ROBINS,07161981,66,149
Abby,SEALS,03091961,56,122
Trinity,NEGRON,05101960,57,120
Peyton,ROOT,04071978,60,105
Reese,BENITEZ,07041944,62,126
Kamryn,FRIEND,05221952,55,123
Hazel,MACE,06101944,67,135
Kenzie,BACA,07261959,75,168
Brenna,TOBIAS,04271940,63,119
Lexi,CASTLE,06101978,67,152
Tori,MCRAE,08141983,66,157
Molly,GRAF,06041985,61,121
lbert,GALLEGOS,01261960,67,119
Guillermo,BOYER,09141942,67,143
Chris,STEELE,08231940,78,169
Aileen,NEFF,01131950,65,143
Alaina,SLADE,02051946,70,127
Tiffany,JACK,04031961,55,120
Jose,KAY,01111967,64,123
Parcer,PETTY,11231958,66,141
Skylar,WHITFIELD,03271983,71,163
Johnathan,CAPPS,01151975,65,116
Casey,LEMON,08121971,73,150
Angelica,MEZA,03081972,65,139
Allison,QUINN,10161944,75,162
Myles,SHERRILL,09171984,56,100
Danica,ROMERO,01101975,59,117
Bryan,CUMMINS,12151958,72,141
aJce,LIND,05311985,73,147
Hope,PENA,07021953,62,118
Reese,CARLISLE,05151975,57,101
Brody,KEATING,09081967,69,151
Mackenzie,STEPP,11261962,60,142
Dalton,ONEILL,05041965,76,170
Leslie,FOLEY,04261973,71,155
Abby,POOLE,05231953,60,120
Jade,SIMMONS,05221971,76,165
Aubree,WATERS,05031984,68,133
Charlie,BRINSON,04301945,56,122
Chris,WOODARD,05271978,71,146
Saniya,FORBES,07151943,63,127
Reese,LIVINGSTON,12111942,78,167
Ruth,PFEIFFER,12181953,71,153
Blake,LINCOLN,03231961,64,144
Juan,MCFADDEN,02221978,71,149
Jaiden,GIBBONS,05141955,64,112
Kadence,PAIGE,12221975,67,123
Michelle,CULVER,07011951,60,117
Dillon,ADAM,02271968,61,124
Stella,LOVE,06181963,70,159
Eden,DUBE,01051978,56,97
Willow,AUGUSTINE,03141980,72,150
Cristopher,LARSON,04181940,77,177
Kathleen,MCGINNIS,04281978,78,160
Madilyn,OUTLAW,06241970,71,147
Miriam,SCHMITZ,08121970,56,118
Antonio,WOODALL,02101982,69,142
Shayla,NEFF,10101940,72,151
Jayda,ELLIOTT,05201946,77,159
Vanessa,SCHWAB,06281961,61,127
Jose,ALBERT,01021961,57,119
Nicoals,LUNA,10041972,66,142
Shawn,BYERS,10121975,55,106
Edgar,ASHBY,03061963,75,156
Kai,TOMLIN,10021944,65,136
Arthur,HITE,01091955,71,139
Ashley,MATTHEWS,11041944,55,105
Clayton,WHATLEY,01261943,65,133
Ryder,POTTER,03131949,57,107
Keira,SLONE,09121960,72,163
Kyle,PAINTER,06241977,79,166
Drew,SATTERFIELD,05291945,68,148
Phoebe,MCCRAY,02171958,69,142
Leonardo,HOUCK,08071973,55,113
Nikolas,CHASTAIN,05241951,65,137
Maria,AGUIRRE,05121972,68,145
Kylie,CORNELIUS,09121943,76,158
Ruby,KEYS,05251958,69,142
Aden,PARKS,06181942,76,166
Danica,BERGERON,10211947,66,138
Stephanie,POTTER,10251945,55,98
Andre,NOEL,05051958,66,125
Rihanna,TANNER,02191980,70,143
Lindsay,NAPIER,11071978,64,140
Richard,PATEL,07071944,76,164
Abel,ALLISON,03291961,72,156
Nathanael,DOUGLASS,10221984,57,120
Dakota,MCCAIN,09061961,60,114
Bryce,ASH,05101949,57,96
Javier,MOSHER,02011946,55,103
Celeste,TRAYLOR,06271961,61,124
Jadyn,DENNIS,05171968,78,165
Samantha,HERRMANN,12151955,76,157
Walter,ROMANO,03121965,77,180
Annika,LINDSAY,12191968,57,112
Cadence,WHEATLEY,05171960,64,152
Cooper,KEATON,10251954,67,126
Christopher,CABALLERO,04051969,57,114
Matthew,HESS,06011971,72,160
Nyla,KELLER,04181961,67,144
Kiana,ANGEL,08071985,78,155
Kara,DEVORE,02051980,57,94
Aidan,FORSYTHE,07131956,78,149
Michaela,THURMAN,11031973,65,137
Mason,HAYS,11231967,66,140
Melvin,PIERCE,01211948,61,129
Christopher,STILL,04221966,60,135
Jayce,DOBBISN,09241959,58,120
Leland,EAST,04141976,62,113
Nicole,CRAFT,08221976,57,119
Kassandra,HAMILTON,07201941,61,125
Fernando,KELLEY,12181970,77,166
Johnathan,KRAFT,05021965,57,101
Claier,SAMPLE,04121951,55,107
Isiah,SEGURA,11281985,79,169
Itzel,COLEMAN,03191980,67,129
Skyler,ROOT,06251974,67,148
Faith,TAYLOR,08191911,56,108
Ashton,MCCLENDON,12291979,63,144
Annie,ADAMS,07171951,73,149
Jaiden,RYDER,09281944,76,152
Eleanor,WALSH,09261973,67,139
Alejandro,PRUITT,02151941,73,136
Jessie,CROMWELL,01051970,70,146
Carlos,HACKER,07061965,76,161
Daniella,WOODALL,07231948,72,152
Sean,BLAND,11031968,61,116
Ivy,HAWKS,03161965,58,111
Demetrius,HESS,09231984,57,94
Tucker,DELGADO,05271945,67,159
Cohen,SMALLEY,10241947,72,159
Griffin,KOWALSKI,05121954,67,139
Jocelyn,EDWARDS,05011974,76,142
Demetrius,SAPP,10201968,65,114
Anastasia,QUEZADA,05201956,74,176
Camila,MCCLOUD,06251972,67,159
Javon,RUSS,10111965,69,154
Colten,MOSS,05211947,59,116
Orlando,BONE,09031955,57,130
Delaney,HIGHTOWER,05131949,64,130
Andrew,BECKHAM,04131943,74,159
Chris,FROST,02091941,60,114
Maggie,ARROYO,03101963,71,157
Hailey,EASON,05211948,65,135
Izabella,HIGH,05071982,67,120
Alan,KENNEY,09131966,68,145
Ruben,HOUSER,12161944,66,150
Kyra,HOOVER,04261950,69,152
Alejandro,GROGAN,04061969,71,163
Corbin,QUIGLEY,03221979,79,164
Seth,JAMESON,07121951,57,129
Naomi,KANG,07211981,63,132
Stephanie,ABNEY,12281941,56,125
Xavier,GLOVER,01181954,72,139
Bella,ESQUIVEL,03051945,59,103
Giovanni,KILGORE,12141941,63,141
Bennett,POOL,09091985,74,167
Kayden,DUFFY,01161948,66,145
Kaiden,WITHERSPOON,04081960,57,125
Brooklynn,ANTHONY,10141981,67,140
Frank,SPANGLER,09231974,63,112
Janiya,WILLINGHAM,07221968,70,164
Grayson,WHEAT,10251940,59,129
Crsitian,THURSTON,07111981,78,147
Perla,CHOATE,06061968,71,148
Ali,GUAJARDO,06031965,67,136
Richard,FINNEY,12231979,69,138
Skyler,MURDOCK,04111967,63,133
Gary,ADCOCK,06091971,73,134
Khalil,SHOOK,09211946,73,174
Miguel,GLOVER,06131957,56,92
Keira,FIELD,03311956,62,126
Benjamin,VILLA,06171950,60,129
Finn,SAMPSON,04121964,72,151
Alice,BARR,08241985,58,97
Conner,OLSON,01241951,63,133
Kayden,NOYES,09031979,66,134
Sadie,HINDS,04061942,62,147
Stella,SCHUMACHER,08101967,78,154
Jordyn,PAULSON,05211963,74,170
Julissa,EBERT,05261978,79,160
Nevaeh,WORRELL,11211961,67,138
Gloria,HCISHOLM,09161961,76,162
Nasir,CALDWELL,06061942,68,138
Melany,MOELLER,12231944,59,117
Leo,MORROW,02031944,62,113
Porter,LOYD,04201966,63,129
Evelyn,SIERRA,02271984,59,137
Erin,MCBRIDE,06041976,75,151
Teagan,ADLER,05211942,64,123
Jane,MORENO,06061965,69,140
Julia,KOEHLER,03161977,73,167
Jesse,BRITT,09071982,68,122
Malia,BARRETT,03091985,64,125
Dominick,NETTLES,03221945,64,126
Eleanor,MORAN,01261941,58,114
Mercedes,BIDDLE,02241951,57,127
Pirker,PAZ,08011975,60,130
Mia,ESQUIVEL,05071984,78,158
Miracle,BALDWIN,12151944,69,147
Reese,PADGETT,08211972,56,122
Jimmy,WALLS,10091982,68,131
Travis,ARNETT,01151960,60,111
Evangeline,KINSEY,01091967,62,119
Ana,OTT,02101967,69,143
Skyler,CASTANEDA,04241961,75,142
Kailey,SEWELL,08021965,75,152
Timothy,PIERRE,06091947,55,110
Leo,HAUSER,01041976,77,180
Christian,KRAMER,08191966,56,104
Lydia,SHANKS,01131972,65,140
Owen,CHESTNUT,11041957,75,179
Cynthia,FRYE,04191945,74,147
Mia,LEBLANC,09271965,74,162
Nickolas,LEAL,08151955,79,177
Elias,MOLINA,10251957,79,170
Quincy,ALBERT,05271964,56,105
Heather,BERGERON,01171984,63,141
Kenzie,ADAIR,03131946,79,186
Bryanna,WILKINSON,09031953,60,121
Abbigail,LUTZ,01151959,58,109
Tyler,PICKERING,06281947,79,156
Phoenix,WELSH,05021958,68,131
Aniyah,TOMLINSON,07061947,62,119
Declan,OLSON,04191972,59,116
Shannon,HOGAN,11071977,66,126
Emerson,HOWARD,11231975,72,140
Louis,NASH,03081954,72,151
Daniela,LOGSDON,08031981,71,167
Reese,MCRAE,06181945,75,158
Weston,ANAYA,06041977,70,159
Julius,KUYKENDALL,08131960,60,137
Colten,ASH,04111960,72,141
Andrew,HOUSER,03241966,78,149
Lindsay,GRANGER,10291978,57,122
Jaelyn,MILLARD,09291957,77,159
Monica,DWYER,09021966,68,148
Tristan,MALCOLM,02281984,77,160
Julie,MADISON,06191977,77,166
Jasmin,COLON,08281947,58,116
Cehlsea,BUTTS,07101971,79,172
Shelby,BERRY,09061953,68,143
Julia,GAMBLE,04241956,62,124
Kathleen,KRAUS,09051977,58,99
Tessa,CHANDLER,12271945,72,138
Hector,DENNIS,02261969,61,121
Reid,SCHWARTZ,04211945,57,116
Andy,LYNN,06231946,56,122
Tori,TIRADO,02091941,69,144
Keira,LOGSDON,02081964,64,124
Amanda,THORN,04241955,64,123
Jacob,MCRAE,06271979,61,111
Sierra,BUCKLEY,02071949,71,142
Devin,YOST,07101946,62,109
Salvador,PARSONS,01251970,77,155
Addison,BURKETT,04111978,56,100
Aubree,HOLMAN,11141972,57,110
ihanna,QUINONES,04121971,66,157
Felix,VARELA,05201940,64,129
Danielle,BOWER,04111951,66,124
Jacob,BETTS,09121979,56,110
Rosa,RALSTON,10041976,64,116
Scarlett,SLOAN,01151953,62,115
Mikayla,ARIAS,05061957,78,168
Abel,COLON,11161943,76,164
Ernesto,ARMSTRONG,01201944,69,143
Addyson,MCALLISTER,07111944,73,163
Maya,DAHL,04061959,77,164
Macie,HAGEN,03291957,76,146
Sam,COURTNEY,11161962,60,121
Tatum,JARRELL,12251950,64,112
Christina,EDWARD,11131972,57,96
Angel,HODGE,07061977,64,131
Tyson,DIAMOND,05011984,65,141
Jude,GAFFNEY,08181971,58,131
Gage,RICE,06251983,79,167
Franklin,DO,09201973,71,156
Paulina,WALLER,08261965,74,158
Cooper,TRIPP,11151983,62,142
Celeste,WEBBER,12291967,71,160
Amaya,STARR,04031950,63,124
Katie,WILKES,12191969,74,164
Hayden,PARR,04291959,67,137
Ainsley,SIMMONS,12011947,56,112
Jazmine,ROSAS,03301974,64,126
Johnathan,PURDY,05211914,55,129
Jameson,HIGGINBOTHAM,05211962,57,120
Isabella,CROWLEY,04301952,64,133
Franklin,DOUGLAS,07271961,56,127
Declan,RAMIREZ,01071957,79,172
Abel,MCCLELLAND,08271962,55,106
Noah,SOUTH,08111957,78,156
Yasmin,FORREST,05161977,62,117
Phillip,MARLOW,12221957,64,128
Connor,VELAZQUEZ,06061941,77,179
Aniyah,SLADE,03241978,70,141
Ashton,CURLEY,02201963,68,144
Payton,VALENTIN,03251985,60,115
Roman,WINSLOW,08141981,59,130
Ciara,RUFF,07021953,72,166
William,REDDING,05091976,57,117
Mariah,CASTLE,04211962,72,152
Madalyn,PETERS,05201965,57,122
Robert,NAYLOR,04201941,75,167
Connor,MARCUM,07041981,63,141
Ariana,WELLER,06291961,73,166
Chelsea,BEST,11091952,77,192
Anya,CLEVENGER,05021967,67,129
Quentin,EDMOND,02191972,60,132
Ivan,WALLIS,10151985,67,148
Zachariah,LOONEY,01211957,75,146
Savannah,MCCARTNEY,09161942,55,118
Jake,WAGONER,07291975,63,149
Carson,OVERSTREET,02231957,62,131
Fiona,MCGRATH,08131956,65,124
Fernanda,MCCARTER,06161971,55,112
Izaiah,JUDE,07131956,76,155
Jamari,BEARDEN,10171964,76,176
Stella,AYRES,12181950,57,105
Julie,HATHAWAY,02211970,64,139
Reece,BROWN,12171953,68,140
Nevaeh,BLACKWELL,08191941,64,122
Sawyer,KOCH,04221957,56,104
Terrance,KLINE,07201970,77,182
Valerie,HAYS,11151942,62,126
Juan,CRIST,05091957,60,135
Emilee,STUMP,10231960,76,168
Trey,MINTON,06151978,69,153
Kassidy,QUINTERO,01141955,68,140
Marcus,GALLAGHER,03061953,60,130
Titus,CARTWRIGHT,11061945,64,120
Jon,TOBIAS,07011951,67,135
Jameson,TRENT,05121959,69,153
Genevieve,STARNES,08091983,76,166
Georgia,PATTEN,03261951,74,137
Braden,ZEPEDA,03051943,64,137
Isabelle,ALLISON,10311973,76,159
Alexander,AVILES,06211973,65,144
Dustin,BASSETT,04061952,64,126
Julio,KRAUS,03051957,63,148
Douglas,WILKINSON,07081963,74,153
Ashlynn,MCLEAN,11291985,58,118
Jacob,SPEER,04231973,58,137
Brooklynn,HAND,05011958,77,183
Elena,AVERY,02231971,76,162
Troy,FUENTES,01071967,76,174
Marco,BOUDREAU,01181976,75,156
Anna,SKIDMORE,03141967,71,149
Jane,REA,08261950,58,124
Bryant,DICKINSON,02011969,74,165
Lucas,FULLER,05291949,73,147
Amir,SPAULDING,07261952,67,143
Julius,SCHAFFER,08071955,57,115
Reid,EDWARD,03111970,70,149
Luis,WYMAN,11051962,57,119
Bryanna,LADNER,01261957,64,135
Oscar,HAM,01241918,77,155
Allyson,CRANE,10201955,55,129
Luca,MACHADO,06141970,60,119
Quinton,HAYWARD,04131968,72,136
Rihanna,CROCKETT,11121968,67,120
Reese,OUELLETTE,12201984,79,222
Lucas,KUYKENDALL,06211941,61,140
Hayden,DRAKE,01101957,69,161
Landen,DALEY,02101981,74,160
Crystal,KNAPP,01021949,72,148
Samantha,RICHTER,09221951,72,155
Nehemiah,BRADSHAW,08251958,74,142
Joe,FROST,12231971,77,144
Jermaine,HOGUE,02171953,66,145
Diana,CURTIS,12031971,63,137
Melvin,LIM,05011984,78,166
Esmeralda,MOJICA,01151955,79,168
America,FERNANDES,06041950,78,156
Lyla,GAGE,07101952,71,154
Brenna,CORCORAN,03011969,64,139
Kenzie,SPRINGER,07281940,67,149
Jaime,MCGHEE,05251971,76,163
Donovan,HOFFMANN,11161980,56,112
Sandra,SALISBURY,05091955,74,163
Jorge,ROGERS,10021945,61,134
Julianna,RUSH,12051951,56,112
Hunter,GILLIAM,08081977,74,151
Carter,SAPP,03041954,74,165
Crystal,CHANG,09111951,58,126
Amber,OCHOA,11141972,71,145
